2026/08/29 19:40:53.981, 2496 MHz, 56, 16.03 W, 0 %
2026/08/29 19:40:58.992, 2496 MHz, 60, 33.79 W, 95 %
2026/08/29 19:41:03.993, 2496 MHz, 60, 33.33 W, 94 %
2026/08/29 19:41:08.993, 2496 MHz, 62, 33.96 W, 94 %
2026/08/29 19:41:13.995, 2496 MHz, 62, 33.66 W, 94 %
2026/08/29 19:41:18.996, 2496 MHz, 63, 34.59 W, 94 %
2026/08/29 19:41:23.997, 2476 MHz, 64, 34.34 W, 94 %
2026/08/29 19:41:28.998, 2476 MHz, 64, 37.56 W, 93 %
2026/08/29 19:41:33.999, 2476 MHz, 65, 39.60 W, 94 %
2026/08/29 19:41:39.000, 2470 MHz, 65, 39.26 W, 93 %
2026/08/29 19:41:44.001, 2476 MHz, 67, 35.79 W, 96 %
2026/08/29 19:41:49.002, 2476 MHz, 66, 35.41 W, 93 %
2026/08/29 19:41:54.003, 2476 MHz, 66, 35.55 W, 94 %
2026/08/29 19:41:59.004, 2476 MHz, 66, 35.58 W, 93 %
2026/08/29 19:42:04.005, 2476 MHz, 67, 35.67 W, 94 %
2026/08/29 19:42:09.006, 2476 MHz, 67, 35.71 W, 94 %
2026/08/29 19:42:14.007, 2476 MHz, 67, 35.81 W, 94 %
2026/08/29 19:42:19.008, 2476 MHz, 67, 34.54 W, 93 %
2026/08/29 19:42:24.009, 2476 MHz, 68, 35.93 W, 93 %
2026/08/29 19:42:29.010, 2476 MHz, 68, 35.88 W, 93 %
2026/08/29 19:42:34.011, 2476 MHz, 68, 36.04 W, 93 %
2026/08/29 19:42:39.012, 2444 MHz, 73, 59.39 W, 96 %
2026/08/29 19:42:44.013, 2476 MHz, 69, 36.28 W, 93 %
2026/08/29 19:42:49.014, 2476 MHz, 70, 36.45 W, 94 %
2026/08/29 19:42:54.014, 2444 MHz, 74, 62.46 W, 96 %
2026/08/29 19:42:59.015, 2476 MHz, 70, 36.56 W, 94 %
2026/08/29 19:43:04.015, 2476 MHz, 70, 36.65 W, 94 %
2026/08/29 19:43:09.016, 2476 MHz, 71, 47.32 W, 93 %
2026/08/29 19:43:14.017, 2444 MHz, 73, 49.19 W, 96 %
2026/08/29 19:43:19.017, 2476 MHz, 71, 36.64 W, 93 %
2026/08/29 19:43:24.018, 2476 MHz, 71, 36.80 W, 94 %
2026/08/29 19:43:29.018, 2444 MHz, 76, 63.39 W, 96 %
2026/08/29 19:43:34.019, 2476 MHz, 71, 36.81 W, 93 %
2026/08/29 19:43:39.020, 2476 MHz, 71, 36.90 W, 93 %
2026/08/29 19:43:44.021, 2476 MHz, 71, 37.21 W, 94 %
2026/08/29 19:43:49.022, 2476 MHz, 69, 33.85 W, 17 %
2026/08/29 19:43:54.023, 2444 MHz, 75, 62.12 W, 95 %
2026/08/29 19:43:59.025, 2444 MHz, 76, 62.27 W, 96 %
2026/08/29 19:44:04.026, 2444 MHz, 77, 63.75 W, 96 %
2026/08/29 19:44:09.027, 2444 MHz, 78, 65.03 W, 96 %
2026/08/29 19:44:14.027, 2444 MHz, 79, 65.77 W, 96 %
2026/08/29 19:44:19.029, 2444 MHz, 80, 66.43 W, 96 %
2026/08/29 19:44:24.029, 2444 MHz, 79, 67.50 W, 96 %
2026/08/29 19:44:29.030, 2431 MHz, 80, 68.01 W, 96 %
2026/08/29 19:44:34.031, 2424 MHz, 81, 68.50 W, 96 %
2026/08/29 19:44:39.032, 2424 MHz, 83, 69.53 W, 96 %
2026/08/29 19:44:44.033, 2431 MHz, 81, 70.05 W, 96 %
2026/08/29 19:44:49.033, 2418 MHz, 81, 70.53 W, 96 %
2026/08/29 19:44:54.035, 2418 MHz, 82, 70.88 W, 95 %
2026/08/29 19:44:59.036, 2418 MHz, 84, 68.05 W, 96 %
2026/08/29 19:45:04.037, 2457 MHz, 78, 38.96 W, 94 %
2026/08/29 19:45:09.037, 2450 MHz, 79, 39.61 W, 96 %
2026/08/29 19:45:14.039, 2431 MHz, 82, 64.43 W, 96 %
2026/08/29 19:45:19.040, 2431 MHz, 82, 63.64 W, 96 %
2026/08/29 19:45:24.041, 2424 MHz, 83, 65.83 W, 96 %
2026/08/29 19:45:29.042, 2424 MHz, 82, 66.79 W, 95 %
2026/08/29 19:45:34.044, 2424 MHz, 84, 67.53 W, 96 %
2026/08/29 19:45:39.045, 2424 MHz, 83, 62.98 W, 96 %
2026/08/29 19:45:44.046, 2424 MHz, 83, 69.04 W, 96 %
2026/08/29 19:45:49.047, 2418 MHz, 83, 69.63 W, 96 %
2026/08/29 19:45:54.048, 2418 MHz, 84, 70.43 W, 96 %
2026/08/29 19:45:59.049, 2418 MHz, 84, 70.79 W, 96 %
2026/08/29 19:46:04.051, 2418 MHz, 83, 70.24 W, 96 %
2026/08/29 19:46:09.052, 2418 MHz, 84, 71.44 W, 96 %
